Include,Block,Lot,Qual,Address,Class,Bldg,Type,Design,VCS,Zoning,Location,Special Region,Category,Sale Date,$ Sale Price,Acres,$/Acre,Package,Notes
Y,1000,33,00,GRANT CONCOURSE,1,10,,,PNWD,R400  ,,Normal,landlocked,2025-02-24,"$4,000",0.11,"$36,364",N,LAND LOCKED NON CONFORMING
Y,1004,9,00,GRANT CONCOURSE,1,10,,,PNWD,R150,,Normal,building_lot,2022-03-14,"$27,500",0.65,"$42,308",N,CONFORMING LOT BETWEEN TWO HOUSES
Y,1005,12.01,,20 GRANT CONCOURSE,1,10,,,PNWD,R150,,Normal,building_lot,2021-06-30,"$30,000",0.43,"$69,767",N,CONFORMING LOT ON STREET NEXT TO HOUSE
Y,1006,1,,MORRIS AVE,1,10,,,PNWD,R150,,Normal,landlocked,2023-07-01,"$20,000",0.92,"$21,739",N,LAND LOCKED REAR LOT
N,1007,1,00,890 ROUTE 9,1,10,,,COMM,R150,,Normal,commercial_land,2026-05-18,"$165,000",0.8,"$206,250",N,ON BUSY RD NEXT TO COMM
Y,1008,6,00,GRANT CONCOURSE,1,10,,,PNWD,R400  ,,Normal,landlocked,2022-05-27,"$8,000",0.22,"$36,364",N,LAND LOCKED POSSIBLE DIRT RD TO LOT
N,1014,26.01,07,9 HALIFAX RD,2,37,30,08,CCTH,CNC,,Normal,pre-construction,2024-12-13,"$414,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,11 HALIFAX RD,2,37,30,08,CCTH,CNC,,Normal,pre-construction,2024-12-06,"$419,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,13 HALIFAX RD,2,37,30,08,CCTH,CNC,,Normal,pre-construction,2024-11-20,"$424,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,15 HALIFAX RD,2,37,30,08,CCTH,CNC,,Normal,pre-construction,2024-12-04,"$414,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,17 HALIFAX RD,2,37,30,08,CCTH,CNC,,Normal,pre-construction,2024-12-26,"$469,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,19 HALIFAX RD,2,37,30,09,CCTH,CNC,,Normal,pre-construction,2025-01-31,"$480,000",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,12 HALIFAX RD,2,37,30,08,CCTH,CNC,,Normal,pre-construction,2025-01-13,"$399,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,20 HALIFAX RD,2,37,30,09,CCTH,CNC,,Normal,pre-construction,2024-12-19,"$499,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,23 HALIFAX RD,2,35,30,09,CCTH,CNC,,Normal,pre-construction,2025-09-19,"$524,105",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,25 HALIFAX RD,2,35,30,08,CCTH,CNC,,Normal,pre-construction,2025-09-26,"$474,863",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,29 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,uncategorized,2025-10-22,"$428,675",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,31 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-29,"$412,165",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,33 HALIFAX RD,2,35,30,08,CCTH,CNC,,Normal,pre-construction,2025-09-12,"$427,630",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,35 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-04-23,"$476,495",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,37 HALIFAX RD,2,35,30,09,CCTH,CNC,,Normal,pre-construction,2025-09-12,"$507,190",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,22 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-10-24,"$499,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,24 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-29,"$465,720",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,26 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-01,"$476,175",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,28 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-29,"$435,480",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,30 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-11-06,"$432,900",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,32 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-30,"$440,685",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,34 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-01-09,"$432,780",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,36 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-30,"$431,470",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,38 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-29,"$438,475",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,40 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-30,"$478,490",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,42 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-10-27,"$467,865",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,46 HALIFAX RD,1,37,30,09,CCTH,CNC,,Normal,building-lot,2025-12-02,"$475,000",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,48 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-01-02,"$480,595",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,50 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-30,"$495,480",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,52 HALIFAX RD,1,37,30,09,CCTH,CNC,,Normal,building-lot,2025-12-16,"$449,465",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,54 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-01-02,"$435,920",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,56 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-10,"$436,030",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,58 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-01-27,"$426,095",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,60 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-17,"$429,420",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,62 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-16,"$409,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,64 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2025-12-26,"$479,505",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,66 HALIFAX RD,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-02-06,"$498,090",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,68 HALIFAX RD,1,37,30,09,CCTH,CNC,,Normal,building-lot,2025-12-15,"$542,090",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,,1 PELHAM LN,1,37,30,02,CCTH,CNC,,Normal,pre-construction,2026-01-16,"$166,750",0,,N,LOT SOLD FROM DEVELOPER TO CONSTRUCTION COMPANY NEW HOUSE BUILT 
N,1014,26.01,,3 PELHAM LN,1,37,30,02,CCTH,CNC,,Normal,building-lot,2026-01-16,"$166,750",0,,N,LOT SOLD FROM DEVELOPER TO CONSTRUCTION COMPANY NEW HOUSE BUILT 
N,1014,26.01,07,5 PELHAM LN,1,37,30,02,CCTH,CNC,,Normal,building-lot,2026-06-29,"$403,800",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,,7 PELHAM LN,1,37,30,02,CCTH,CNC,,Normal,building-lot,2026-01-16,"$110,750",0,,N,LOT SOLD FROM DEVELOPER TO CONSTRUCTION COMPANY NEW HOUSE BUILT 
N,1014,26.01,,9 PELHAM LN,1,37,30,02,CCTH,CNC,,Normal,building-lot,2026-01-16,"$110,750",0,,N,LOT SOLD FROM DEVELOPER TO CONSTRUCTION COMPANY NEW HOUSE BUILT 
N,1014,26.01,,11 PELHAM LN,1,37,30,02,CCTH,CNC,,Normal,building-lot,2026-01-16,"$110,750",0,,N,LOT SOLD FROM DEVELOPER TO CONSTRUCTION COMPANY NEW HOUSE BUILT 
N,1014,26.01,07,13 PELHAM LN,1,37,30,02,CCTH,CNC,,Normal,building-lot,2026-06-26,"$484,790",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,15 PELHAM LN,1,37,30,02,CCTH,CNC,,Normal,building-lot,2026-06-30,"$517,595",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,2 PELHAM LN,1,37,30,09,CCTH,CNC,,Normal,building-lot,2026-05-06,"$479,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,4 PELHAM LN,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-04-29,"$489,945",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,6 PELHAM LN,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-05-15,"$433,260",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,8 PELHAM LN,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-04-15,"$390,580",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,10 PELHAM LN,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-05-13,"$431,260",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,12 PELHAM LN,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-05-14,"$423,565",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,14 PELHAM LN,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-05-15,"$404,990",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,16 PELHAM LN,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-04-10,"$469,265",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,18 PELHAM LN,1,37,30,08,CCTH,CNC,,Normal,building-lot,2026-04-08,"$463,100",0,,N,SALE OF NEW CONSTRUCTION
N,1014,26.01,07,20 PELHAM LN,1,37,30,09,CCTH,CNC,,Normal,building-lot,2026-04-28,"$522,220",0,,N,SALE OF NEW CONSTRUCTION
Y,1023,14.02,,34 COVE RD W,2,14,10,03,RBRF,R100,,River Front,teardown,2024-10-05,"$700,000",0.6,"$1,166,667",N,PURCHASED AS TEAR DOWN NEW CONSTRUCTION BEING BUILT
Y,1023,25,,14 COVE RD W,2,17,10,04,RBRF,R100,,River Front,pre-construction,2021-01-08,"$435,000",0.5,"$870,000",N,PURCHASED AS TEAR DOWN NEW HOUSE BUILT
Y,1023.01,9,00,33 COVE DR,1,10,,,RVBK,R100,,River View,building_lot,2024-07-29,"$224,000",0.16,"$1,400,000",N,CONFORMING LOT ON CUL DE SAC
Y,1033,49,,BAY VIEW PL,1,10,,,RVBK,R100,,River View,landlocked,2021-04-29,"$127,500",0.23,"$554,348",N,CONFORMING LOT WITH DIRT ROAD
Y,1067,9.02,,312 ATLANTIC CITY AVE,1,10,10,02,RVBK,R100,,Normal,building_lot,2024-10-04,"$125,000",0.23,"$543,478",N,SUBDIVIDED IN 2024 NEW CONSTRUCTION BEING BUILT
Y,1074,1.01,00,LOUIS AVE,1,10,,,RVBK,R100,,Normal,building_lot,2021-08-03,"$370,000",2.31,"$160,173",N,CONFORMING LOT WITH ROAD FRONTAGE
N,1077,1.02,07,2 MILL CREEK COURT,2,35,30,09,BCCD,RMF,,Normal,pre-construction,2024-09-18,"$418,625",0,,N,SALE OF NEW CONSTRUCTION
N,1077,1.02,07,4 MILL CREEK COURT,2,35,30,08,BCCD,RMF,,Normal,pre-construction,2024-09-16,"$359,000",0,,N,SALE OF NEW CONSTRUCTION
N,1077,1.02,07,6 MILL CREEK COURT,2,35,30,08,BCCD,RMF,,Normal,pre-construction,2024-10-22,"$398,589",0,,N,SALE OF NEW CONSTRUCTION
N,1077,1.02,07,12 MILL CREEK COURT,2,35,31,09,BCCD,RMF,,Normal,pre-construction,2024-09-26,"$389,000",0,,N,SALE OF NEW CONSTRUCTION
N,1077,1.02,07,30 MILL CREEK COURT,2,35,31,09,BCCD,RMF,,Normal,pre-construction,2023-12-12,"$340,000",0,,N,SALE OF NEW CONSTRUCTION
N,1077,1.02,07,32 MILL CREEK COURT,2,35,30,08,BCCD,RMF,,Normal,pre-construction,2023-12-11,"$344,575",0,,N,SALE OF NEW CONSTRUCTION
N,1077,1.02,07,38 MILL CREEK COURT,2,35,30,08,BCCD,RMF,,Normal,pre-construction,2023-12-27,"$348,025",0,,N,SALE OF NEW CONSTRUCTION
N,1077,1.02,07,42 MILL CREEK COURT,2,35,30,08,BCCD,RMF,,Normal,pre-construction,2023-12-18,"$347,020",0,,N,SALE OF NEW CONSTRUCTION
N,1077,1.02,07,44 MILL CREEK COURT,2,35,31,09,BCCD,RMF,,Normal,pre-construction,2023-12-15,"$369,850",0,,N,SALE OF NEW CONSTRUCTION
Y,1108.07,20,00,58 RONALD AVE SOUTH,1,10,00,00,BVLF,R60,,Lagoon Front,building_lot,2026-01-20,"$419,000",0.14,"$2,992,857",N,HOUSE DEMOD IN 2024 NO SALE UNRILL 2026 LOT HAS BULKHEAD ON IT
Y,1113,41,,LOUIS AVE,1,10,,,BYVL,PPC,,Normal,building_lot,2021-02-11,"$25,000",0.23,"$108,696",N,CONFORMING ON RESIDENTIAL STREET
Y,1153,41,00,EAST BARNEGAT AVE,1,10,,,BYVL,PPC,,Normal,raw_land,2025-09-19,"$46,000",0.14,"$328,571",N,POSSIBLY BUILDABLE LOT WITH ROAD FRONTAGE CHECK REQUIRMENTS
Y,1185,4261,,ELBERON AVE,1,10,,,RVBK,R50,,Lagoon View,building_lot,2022-08-15,"$165,000",0.23,"$717,391",N,CONFORMING ON RESIDENTIAL STREET WT FRONTAGE
Y,1185,4280.01,,8 AVALON AVE,1,16,10,03,RVBK,R50,,River View,building_lot,2023-08-21,"$180,000",0.14,"$1,285,714",N,CONFORMING YEAR BUILT 1952 LISTED AS CLASS 1 SINCE 2021 COMPLETED HOUSE ON LOT
Y,1195,4777,00,BAYVIEW AVE,1,10,,,RBRF,R50,BAYVIEW AVE,Lagoon Front,building_lot,2024-12-18,"$315,000",0.11,"$2,863,636",N,CONFORMING LOT WITH BULKHEAD ON IT
N,1196,4841,07,42 LONGPORT AVE,2,19,10,01,RBRF,R50,,Lagoon Front,pre-construction,2022-10-27,"$1,155,000",0.22,"$6,276,705",N,NEW CONSTRUCTION HOUSE SALE POSSIBLE LAND SALE FROM 2018
Y,1219.01,15,,31 AMHERST DR,1,17,10,02,BVLF,R50,,Lagoon Front,building_lot,2024-09-26,"$440,000",0.11,"$4,000,000",N,BUILDING LOT HOUSE BUILT IN 2024 AFTER SALE OF VACANT LOT
Y,1219.03,11,,30 BOWSPRIT DR,1,10,00,00,BVLF,R60,,Lagoon Front,teardown,2023-07-27,"$439,000",0.14,"$3,135,714",N,PURCHASED AS TEAR DOWN NO CONSTRUCTION STARTED
Y,1223.02,15.02,00,49 CARLYLE DR,1,17,10,02,BVLF,R50,,Lagoon Front,building_lot,2021-12-28,"$153,000",0.14,"$1,092,857",N,CONFORMING LOT HOUSE CURRENTLY BEING BUILT
N,1228,6.04,,497 ROUTE 9,1,10,,,COMM,HB,,Normal,commercial_land,2023-03-20,"$175,000",0.69,"$253,627",N,IN COMM ZONE ON BUSY RD NEXT TO COMM PROPERTIES
N,1247,8.18,07,7 MELINDA CT.,2,17,10,02,BYVL,R100,,Normal,pre-construction,2024-07-25,"$736,315",0.23,"$3,201,370",N,NEW SUB DIVISION SALE OF NEW CONSTRUCTION
N,1247,8.29,07,2 MELINDA CT.,2,17,10,02,BYVL,R100,,Normal,pre-construction,2024-12-05,"$674,990",0.22,"$3,068,136",N,NEW SUB DIVISION SALE OF NEW CONSTRUCTION
Y,1253,25,,NEWARK AVE,1,10,,,BYVL,CR,,Normal,landlocked,2023-11-10,"$6,000",0.23,"$26,087",N,NONCONFORMING? LANDLOCKED ON PAPER ST
Y,1257,29,00,PASSAIC AVE,1,10,,,BYVL,CR,,Normal,landlocked,2023-05-24,"$15,000",0.23,"$65,217",N,NONCONFORMING? LANDLOCKED PAPER ST
N,1278,67.01 (+11 more),00,Multiple Properties,1,10,,,BYVL,R100,,Normal,building_lot,2024-08-21,"$760,000",3.07,"$247,557",Y (12),"NEW SUBDIVISION STONEHILL AT BERKELEY, LOTS BEING CREATED NO CONSTRUCTION STARTED "
Y,1288,3.01,,116 SLOOP CREEK RD,2,50,73,11,BYVL,CR,,Normal,pre-construction,2021-05-28,"$23,000",0.14,"$164,286",N,SOLD AS VACANT CONFORMING LOT MOBILE HOME ON LOT 
Y,1290,41,,BIRCH BARK ST,1,10,,,BYVL,CR,,Normal,landlocked,2025-03-19,"$2,500",0.14,"$17,857",N,LAND LOCKED NONCONFORMING 
N,1301,1,,583 ROUTE 9,1,10,,,COMM,HB,,Normal,commercial_land,2023-11-28,"$300,100",1.76,"$170,510",N,LARGE LOT ON BUSY RD BACK CUL DE SAC 
Y,1332,35,,EUGENE FUREY BLVD,1,10,,,HLPK,CR,,Normal,raw_land,2023-05-12,"$10,000",0.18,"$55,556",N,NONCONFORMING BACKS POTTERS CREEK
Y,1337,12,00,RIVERSIDE DR,1,10,,,HLPK,R100,,Normal,landlocked,2025-10-15,"$20,000",0.14,"$142,867",N,NONCONFORMING PAPER STREET
Y,1337,47,00,HAWK AVE,1,10,,,HLPK,R100,,Normal,raw_land,2025-07-28,"$18,500",0.14,"$132,143",N,NONCONFORMING HAS ROAD FRONTAGE
Y,1343,3,,HAWK AVE,1,10,,,HLPK,R100,,Normal,building_lot,2025-03-13,"$52,500",0.19,"$276,316",N,CONFORMING LOT BETWEEN TWO HOUSES
Y,1350,22,,324 HOLLY BLVD,1,16,10,02,HLPK,R100,,Normal,building_lot,2022-09-13,"$75,000",0.14,"$535,714",N,CONFORMING LOT NEW HOUSE CURRENTLY BEING BUILT ON LOT
N,1366.01,9,07,509 BIRCH ST,2,17,10,02,HLPK,R100,,Normal,pre-construction,2023-10-03,"$584,000",0.29,"$2,176,800",N,CONFORMING HOUSE BUILT ON LOT PREVIOUS SALE IS VACANT LOT
Y,1373,2,,RIVERSIDE DR,1,10,,,HLPK,R100,,Normal,raw_land,2021-11-15,"$10,500",0.14,"$75,000",N,NONCONFORMING CORNER LOT ROAD FRONTAGE RESIDENTIAL STREETS
Y,1373,5,,605 BAY BLVD,1,17,10,02,HLPK,R100,BAY BLVD,Normal,pre-construction,2021-04-30,"$62,900",0.36,"$174,722",N,CONFORMING LOT HOUSE BUILT IN 2024
Y,1374,41,,623 HOLLY BLVD,1,10,00,00,HLPK,R100,,Normal,building_lot,2025-09-15,"$175,000",0.29,"$603,448",N,CONFORMING LOT NO CONSTRUCTION STARTED
Y,1395,15,00,1011 BALSAM DR,1,10,,,HLPK,CR,,Normal,building_lot,2026-05-19,"$125,000",0.3,"$416,667",N,CONFORMING ON POTTERS CREEK SHED ON LOT
Y,1395,9,00,1007 BALSAM DR,1,10,00,00,HLPK,CR,,Normal,building_lot,2024-11-07,"$42,500",0.36,"$118,056",N,CONFORMING ON POTTERS CREEK NO CONSTRUCTION ON LOT
N,14.04,3,,FEDORNAK FREEWAY,1,10,,,COMM,FALI,,Normal,commercial_land,2025-03-11,"$15,000",2.65,"$5,660",N,BUSY RD WT FRONTAGE
N,1407,2,,ROUTE 9,1,10,,,HLPK,HB,ROUTE 9,Normal,commercial_land,2023-10-25,"$180,000",1.59,"$113,208",N,BUSY RD COMM ZONE NEXT TO COMM
N,1409,3.07 (+1 more),,Multiple Properties,1,10,00,00,HLPK,R100,,Normal,building_lot,2021-01-20,"$350,000",0,,Y (2),SUBDIVIED NEW BUILDING LOTS
Y,1418,9,,HAVENS AVE,1,10,,,HLPK,R100,,Normal,landlocked,2021-12-13,"$7,000",0.11,"$63,636",N,NONCONFORMING LOT LANDLOCKED ON PAPER ST
Y,1425,25,00,MARCUS ST,1,10,,,HLPK,R100,,Normal,landlocked,2022-01-04,"$33,000",0.23,"$143,478",N,CONFORMING LOT LANDLOCKED ON PAPER ST
Y,1426,18,00,HAVENS AVE,1,10,,,HLPK,R100,,Normal,building_lot,2025-12-18,"$35,000",0.34,"$102,941",N,CONFORMING LOT ON RESIDENTIAL STREET
N,1427,5.01,07,127 ROGERS ST,1,17,10,02,HLPK,CR,,Normal,pre-construction,2025-11-07,"$685,000",0.23,"$2,978,261",N,SALE OF HOUSE BUILT IN 2025 PREVIOUS SALE OF LAND IN 2024
Y,1427,7,00,SHORT PL,1,10,,,HLPK,CR,,Normal,landlocked,2025-04-30,"$40,100",1.03,"$38,932",N,CONFORMING LOT LANDLOCKED ON PAPER ST
N,1437,11,07,145 BUTLER BLVD,2,17,10,04,HLPK,R100,BUTLER BLVD,Normal,pre-construction,2022-12-22,"$550,000",0.26,"$2,529,073",N,SALE OFNEW HOUSE BUILT IN 2022 PREVIOUS SALE IN 2022 OF VACANT LOT
Y,1462,20,,LEWIS AVE,1,10,,,HLPK,CR,,Normal,landlocked,2022-08-10,"$5,500",0.11,"$50,000",N,NONCONFORMING LOT? LANDLOCKED ON PAPER ST
N,1469,10 (+1 more),,Multiple Properties,1,10,,,HLPK,CR,,Normal,raw_land,2025-09-15,"$2,000",0.28,"$7,143",Y (2),PURCHASED MULTIPLE LOTS NOT ADJOINING SPREAD OUT ACROSS TOWN
N,1471,11 (+1 more),,Multiple Properties,1,10,,,HLPK,CR,,Normal,raw_land,2025-01-22,"$3,000",0.34,"$8,824",Y (2),PURCHASED MULTIPLE LOTS NOT ADJOINING SPREAD OUT ACROSS TOWN
Y,1488,1.01,00,ROUTE 9,1,10,,,HLPK,HB,ROUTE 9,Normal,building_lot,2023-09-22,"$90,000",0.34,"$264,713",N,CONFORMING CORNER LOT BUSY RD AND RESIDENTIAL STREET
Y,1488,13,,SERPENTINE DR,1,10,,,HLPK,CR,,Normal,raw_land,2023-09-22,"$5,000",0.16,"$31,250",N,NONCONFORMING? STREET FRONT 
Y,1488,3.01,00,ROUTE 9,1,10,,,HLPK,HB,ROUTE 9,Normal,building_lot,2023-09-22,"$70,000",0.22,"$318,188",N,CONFORMING LOT ROAD FRONTAGE ON BUSY RD RESIDENTIAL  
N,1489,10 (+1 more),,Multiple Properties,1,10,,,HLPK,CR,,Normal,raw_land,2025-01-13,"$11,000",0.28,"$39,288",Y (2),MULTIPLE PROPERTIES POSSIBLY MAKE BUILDING LOT
Y,1490,19,00,KELLER ST,1,10,,,HLPK,HB,,Normal,raw_land,2023-06-05,"$13,601",0.14,"$97,150",N,NONCONFORMING POSSIBLE COMM LOT
Y,1498,6,,CARYLL AVE,1,10,,,HLPK,CR,,Normal,landlocked,2022-11-23,"$6,000",0.29,"$20,690",N,CONFORMING LOT?LANDLOCKED PAPER ST
Y,1504,9,,SERPENTINE DR,1,10,,,HLPK,CR,,Normal,building_lot,2022-12-21,"$59,800",0.66,"$90,606",N,CONFORMING LOT ROAD FRONTAGE
N,1541,57,,997 BAYVIEW AVE,2,17,10,02,HPLF,R64,,Lagoon Front,pre-construction,2021-01-28,"$349,900",0.38,"$920,789",N,SALE OF HOUSE AND LAND AFTER HOUSE WAS BUILT
Y,1541,83,,230 NO BAY DR,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2025-09-25,"$250,000",0.07,"$3,571,429",N,CONFORMING LOT BULKHEAD ON LOT
Y,1541,92,,210 NO BAY DR,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2023-08-29,"$175,000",0.09,"$1,944,444",N,CONFORMING LOT BULKHEAD ON LOT 
Y,1547,81,07,206 BUTLER BLVD,2,17,10,02,HPLF,R64,,Lagoon Front,pre-construction,2021-04-14,"$360,000",0.07,"$5,142,857",N,SALE OF LAND HOUSE BUILT ON LOT AFTER SALE
Y,1547,82,,208 BUTLER BLVD,2,18,10,02,HPLF,R64,,Lagoon Front,pre-construction,2021-07-15,"$175,000",0.09,"$1,944,444",N,SALE OF LAND NEW HOUSE BUILT ON LOT
Y,1550,24,,247 PINE DR,1,16,10,01,HPLF,R64,,Lagoon Front,pre-construction,2025-05-30,"$500,000",0.18,"$2,777,778",N,SALE OF LAND BEFORE HOUSE WAS BUILT
Y,1552,20,,237 EVERGREEN DR,2,17,10,04,HPLF,R64,,Lagoon Front,pre-construction,2021-10-05,"$199,000",0.11,"$1,809,091",N,SALE OF LAND BEFORE HOUSE WAS BUILT
N,1552,22,07,241 EVERGREEN DR,1,17,10,02,HPLF,R64,,Lagoon Front,pre-construction,2022-02-14,"$450,000",0.07,"$6,428,571",N,PROPERTY SOLD WITH HOUSE BUILT
N,1553,8,07,216 EVERGREEN DR,2,18,10,01,HPLF,R64,,Lagoon Front,pre-construction,2022-04-11,"$758,060",0.07,"$12,947,257",N,PROPERTY SOLD WITH HOUSE BUILT
Y,1554,9,00,217 FERNWOOD DR,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2022-05-17,"$206,125",0.07,"$2,944,643",N,CONFORMING LOT? OWNER OF HOUSE NEXT TO LOT PURCHASED
Y,1559,10,,220 DOGWOOD DR,1,10,,,HPLF,R64,,Lagoon Front,raw_land,2024-05-23,"$240,000",0.07,"$3,428,571",N,PURCHASED BY OWNER OF NEIGHBORING HOUSE HAS BULKHEAD
Y,1560,6,00,209 TEAKWOOD DR,1,10,,,HPLF,R64,,Lagoon Front,raw_land,2026-04-14,"$315,000",0.11,"$2,863,636",N,NONCONFORMING  LAND WITH BULKHEAD
N,1564,15,07,231 CYPRESS DR,2,17,10,02,HPLF,R64,,Lagoon Front,pre-construction,2021-08-02,"$925,000",0.15,"$8,813,747",N,SALE OF BUILT HOUSE VACANT LAND PREVIOUS SALE
Y,1615,5,,45 CEDAR RUN RD,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2025-07-08,"$500,000",0.23,"$2,173,913",N,CONFORMING LOT HOUSE CURRENTLY BEING BUILT
Y,1616.01,21.03,,CEDAR RUN RD,1,10,00,00,HPLF,R64,,Lagoon Front,building_lot,2021-01-28,"$225,000",0.15,"$1,500,000",N,CONFORMING LOT BULKHEAD ON LOT 
Y,1616.01,9,00,CEDAR RUN RD,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2021-07-16,"$175,000",0.12,"$1,458,333",N,CONFORMING LOT BULKHEAD ON LOT
Y,1617.01,2,00,CEDAR RUN RD,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2025-07-15,"$265,000",0.25,"$1,060,000",N,CONFORMING LOT BULKHEAD ON LOT
Y,1623,2,,109 PELICAN PT,2,17,10,04,HPLF,R64,,Lagoon Front,pre-construction,2021-04-20,"$230,000",0.17,"$1,352,941",N,CONFORMING LOT HOUSE BUILT ON LOT AFTER LAND SALE
Y,1623,3,,111 PELICAN PT,1,10,,,,,,Lagoon Front,building_lot,2025-12-12,"$220,000",0.17,"$1,294,118",N,CONFORMING LOT NO CONSTRUCTION ON PROPERTY
