Include,Block,Lot,Qual,Address,Class,Bldg,Type,Design,VCS,Zoning,Location,Special Region,Category,Sale Date,$ Sale Price,Acres,$/Acre,Package,Notes
Y,1357,42,,422 BIRCH ST,2,17,10,02,HLPK,R100,,Normal,pre-construction,2023-10-31,"$100,000",0.29,"$394,410",N,CONFORMING BOUGHT BY CONSTRUCTION COMPANY NEXT SALE OF HOUSE
Y,1366.01,9,,509 BIRCH ST,2,17,10,02,HLPK,R100,,Normal,pre-construction,2022-12-20,"$100,000",0.29,"$435,507",N,CONFORMING BOUGHT BY CONSTRUCTION COMPANY NEXT SALE OF HOUSE
N,1367,10.01,,BIRCH ST,1,10,00,00,HLPK,R100,,Normal,raw_land,2022-06-17,"$2,500",0,,N,NU 15 
Y,1367,13,,507 LAUREL ST,2,17,10,02,HLPK,R100,,Normal,pre-construction,2023-05-30,"$100,000",0.29,"$394,410",N,CONFORMING BOUGHT BY CONSTRUCTION COMPANY NEXT SALE OF HOUSE
N,1367,9,,LAUREL ST,1,10,,,HLPK,R100,,Normal,raw_land,2025-04-14,"$1,250",0.14,"$8,929",N,NU 14
N,1367,9,,LAUREL ST,1,10,,,HLPK,R100,,Normal,raw_land,2025-04-12,"$1,250",0.14,"$8,929",N,NU 14
N,1367,9,,LAUREL ST,1,10,,,HLPK,R100,,Normal,building-lot,2024-10-29,$500,0.14,"$3,786",N,NU 14
N,1407,21.01,,35 BUTLER BLVD,2,17,10,02,HLPK,R100,BUTLER BLVD,Normal,pre-construction,2022-08-09,"$544,000",0.31,"$2,216,303",N,SALE OF NEW CONSTRUCTION
N,1407,21.01,,35 BUTLER BLVD,2,17,10,02,HLPK,R100,BUTLER BLVD,Normal,pre-construction,2021-09-10,"$65,000",0.31,"$316,268",N,NU 30 PACKAGE DEAL SALE OF LAND PRIOR TO HOUSE BUILT
N,1407,21.02,,4 LAUREL LANE,2,17,10,02,HLPK,R100,,Normal,pre-construction,2021-09-10,"$70,000",0.52,"$203,046",N,NU 30 PACKAGE DEAL 
N,1407,8.17,,725 ROUTE 9,1,10,,,HLPK,R100,,Normal,pre-construction,2023-01-31,"$485,000",2.79,"$198,831",N,SALE OF NEW CONSTRUCTION
Y,1427,5.01,,127 ROGERS ST,1,17,10,02,HLPK,CR,,Normal,pre-construction,2024-12-05,"$50,000",0.23,"$230,322",N,SALE OF CONFORMING LOT PRIOR TO HOUSE 
Y,1437,11,,145 BUTLER BLVD,2,17,10,04,HLPK,R100,BUTLER BLVD,Normal,pre-construction,2022-01-28,"$70,000",0.26,"$340,031",N,SALE OF CONFORMING LOT PRIOR TO HOUSE BUILT
Y,1437,11,,145 BUTLER BLVD,2,17,10,04,HLPK,R100,BUTLER BLVD,Normal,pre-construction,2021-06-14,"$60,000",0.26,"$348,081",N,CONFORMING VACANT LAND TO BUILDER
Y,1541,74,,246 NO BAY DR,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2024-06-28,"$325,000",0.14,"$2,459,500",N,CONFORMING WITH BULKHEAD
N,1541,83,,230 NO BAY DR,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2025-05-13,"$125,000",0.07,"$1,785,714",N,NU 26 PRIOR SALE OF CONFORMING  WT BULKHEAD
Y,1545,3,,233 BUTLER BLVD,2,17,10,02,HPLF,R64,,Lagoon View,pre-construction,2021-10-01,"$195,000",0.11,"$2,673,891",N,CONFORMING VACANT LOT PRIOR TO HOUSE BEING BUILT BY FAMILY
Y,1545,3,,233 BUTLER BLVD,2,17,10,02,HPLF,R64,,Lagoon Front,pre-construction,2021-02-23,"$173,500",0.11,"$2,379,073",N,CONFORMING VACANT LOT PRIOR TO HOUSE BEING BUILT
Y,1547,82,,208 BUTLER BLVD,2,18,10,02,HPLF,R64,,Lagoon Front,pre-construction,2021-01-15,"$149,500",0.09,"$2,505,533",N,CONFORMING LOT VACANT SOLD AGAIN BEFORE HOUSE BUILT
Y,1550,4,,211 PINE DR,2,17,10,02,HPLF,R64,,Lagoon Front,pre-construction,2022-07-27,"$155,000",0.07,"$2,796,571",N,CONFORMING VACANT LOT BEFORE HOUSE BUILT
Y,1551,2.01,,208 PINE DR,1,16,10,02,HPLF,R64,,Lagoon Front,pre-construction,2024-05-23,"$340,000",0.15,"$2,401,480",N,CONFORMING LOT WITH BULKHEAD BEFORE HOUSE WAS BUILT
Y,1552,23,,243 EVERGREEN DR,2,17,10,02,HPLF,R64,,Lagoon Front,pre-construction,2021-01-29,"$216,000",0.11,"$2,961,845",N,CONFORMING VACANT LOT PRIOR TO HOUSE
N,1554,9,,217 FERNWOOD DR,1,10,,,HPLF,R64,,Lagoon Front,building_lot,2021-04-16,"$75,000",0.07,"$1,616,086",N,NU 26 SOLD AGAIN AS VACANT 
Y,1555,13,,224 FERNWOOD DR,2,17,10,02,HPLF,R64,,Lagoon Front,teardown,2021-11-18,"$160,000",0.07,"$3,447,657",N,SALE OF PROPERTY TEAR DOWN HAD LOW IMPROVEMENT VALUE PRIOR TO HOUSE BUILT
Y,1562,46,,293 SANDLEWOOD DR,1,16,10,01,HPLF,R64,,Bay Front,pre-construction,2021-02-26,"$259,000",0.18,"$2,170,344",N,SALE OF VACANT LAND PRIOR TO HOUSE BUILT
Y,1637,14.01,,175 BRENNAN CONCOURSE,1,17,10,02,HLPK,R100,BRENNAN CONCOURSE,Normal,pre-construction,2024-09-03,"$115,000",0.11,"$1,107,636",N,SALE OF VACANT LAND PRIOR TO HOUSE BUILT
N,1666,20.01,,207 HARBOR INN RD,2,17,10,02,HLPK,R100,,Bay View,pre-construction,2021-07-21,$500,0.55,"$1,371",N,NU 26 VACANT LAND 
N,1671,3.02,,126 SUNSET DR NORTH,2,18,10,01,PLIS,CR,,Bay Front,pre-construction,2021-09-30,"$350,000",0.08,"$6,599,025",N,NU 6 SPLIT OFF 
N,1671,3.04,,124 SUNSET DR NORTH,2,18,10,01,PLIS,CR,,Bay Front,pre-construction,2021-09-30,"$350,000",0.08,"$6,599,025",N,NU 6 SPLIT OFF
N,1671,3.06,,122 SUNSET DR NORTH,2,18,10,01,PLIS,CR,,Bay Front,pre-construction,2021-09-30,"$350,000",0.08,"$6,599,025",N,NU 6 SPLIT OFF
N,1671,3.08,,120 SUNSET DR NORTH,2,18,10,01,PLIS,CR,,Bay Front,pre-construction,2021-09-30,"$350,000",0.08,"$6,599,025",N,NU 6 SPLIT OFF
N,1671,3.10,,118 SUNSET DR NORTH,2,18,10,01,PLIS,CR,,Bay Front,pre-construction,2021-09-30,"$350,000",0.08,"$6,599,025",N,NU 6 SPLIT OFF
N,1674,22,,5 TRINIDAD AVE,1,10,00,00,PLIS,CR,,Normal,building_lot,2021-02-15,"$160,000",0.18,"$1,340,756",N,NU 4 DEED CORRECT 
Y,1674,22,,5 TRINIDAD AVE,1,10,00,00,PLIS,CR,,Normal,building_lot,2021-02-15,"$160,000",0.18,"$1,340,756",N,CONFORMING VACANT LOT SOLD AGAIN
Y,1674,26,,1 TRINIDAD AVE,2,18,10,02,PLIS,CR,,Normal,pre-construction,2022-12-14,"$230,000",0.14,"$2,074,871",N,VACANT LAND SALE BEFORE HOUSE WAS BUILT
Y,1674,26,,1 TRINIDAD AVE,2,18,10,02,PLIS,CR,,Normal,pre-construction,2021-03-02,"$160,000",0.14,"$1,723,829",N,PREVIOUS VACANT LAND SALE 
N,1675,1.01,,189 PRINCE EDWARD AVE.,1,10,,,PLIS,BFC,,Normal,teardown,2024-08-20,"$285,000",0,,N,SUBDIVISION WAS 4A WITH SMALL IMPROVEMENT VALUE
Y,1681,11,,109 CEYLON AVE,2,18,10,02,PLIS,CR,,Normal,pre-construction,2021-04-05,"$153,000",0.14,"$1,648,407",N,VACANT LAND PRIOR TO HOUSE BUILT
N,1685,13.01,,511 SUNSET DR SOUTH,1,10,00,00,PLIS,CR,,Bay Front,building-lot,2022-09-29,"$1,499,000",0.21,"$9,015,176",N,SALE OF LOT THAT WAS THEN SUBDIVIDED
N,1710,218,,2112 BAY VIEW AVE,1,10,,,ANNX,ANNX,,Normal,building-lot,2023-09-21,"$657,000",0.13,"$5,780,523",Y (2),NOT VALUED
N,1710,218,,2112 BAY VIEW AVE,1,10,,,ANNX,ANNX,,Normal,building-lot,2021-08-30,"$210,000",0.13,"$2,436,562",Y (2),NOT VALUED
N,1716,2459,,TWENTY-FOURTH AVE,1,10,,,ANNX,ANNX,,Normal,building-lot,2024-05-13,"$691,222",0.11,"$6,657,582",N,NOT VALUED
N,1719,2476,,253 TWENTY-FOURTH AVE,1,10,10,03,ANNX,ANNX,,Normal,building-lot,2022-11-08,"$720,000",0.11,"$8,266,691",N,NOT VALUED
N,1841.11,1.02,,17 PHEASANT DR,2,17,10,02,BYVL,R90,,Normal,pre-construction,2021-12-29,"$100,000",0.19,"$793,868",N,"VACANT LAND SALE PRIOR TO HOUSE BEING BUILT, LOT CREATED IN 2022"
Y,225,1,,217 GRAND CENTRAL PKWY,2,17,10,02,PNWD,R150,GRAND CENTRAL PKWY,Normal,pre-construction,2021-08-18,"$105,000",0.52,"$304,571",N,VACANT LAND BY CONSTRUCTION COMPANY PRIOR TO HOUSE BUILT
Y,241,4,,260 GRAND CENTRAL PKWY,1,10,,,PNWD,R150,GRAND CENTRAL PKWY,Normal,building-lot,2021-11-10,"$120,000",0.76,"$238,161",N,PRIOR VACANT LAND SALE 
N,243,1,,HOPEDALE DR,1,10,,,PNWD,R150,,Normal,building-lot,2026-03-16,"$575,000",1.38,"$416,667",N,
N,249,1,,187 GRAND CENTRAL PKWY,2,17,10,01,PNWD,R150,GRAND CENTRAL PKWY,Normal,pre-construction,2024-08-29,"$80,000",0.26,"$325,992",N,
N,249,10.01,,169 GRAND CENTRAL PKWY,2,17,10,02,PNWD,R150,GRAND CENTRAL PKWY,Normal,pre-construction,2023-11-06,"$145,000",0.46,"$360,541",N,
N,249,10.01,,169 GRAND CENTRAL PKWY,2,17,10,02,PNWD,R150,GRAND CENTRAL PKWY,Normal,pre-construction,2022-03-07,"$44,000",0.46,"$120,807",N,
N,25.01,3,,421 SECOND AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2024-11-06,"$504,900",0.14,"$3,820,929",N,
N,261,1,,HOPEDALE DR,1,10,,,PNWD,R150,,Normal,building-lot,2025-12-15,"$990,000",1.03,"$961,165",N,
N,261,14,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2025-09-15,"$1,000",0.11,"$9,091",N,
N,262,12,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2025-12-15,"$990,000",0.34,"$2,911,765",N,
N,262,12,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2021-09-30,"$3,000",0.34,"$13,309",N,
N,262,18,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2025-12-15,"$990,000",0.17,"$5,823,529",N,
N,262,21,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2025-12-15,"$990,000",0.17,"$5,823,529",N,
N,262,3,,HOPEDALE DR,1,10,,,PNWD,R150,,Normal,building-lot,2026-03-16,"$575,000",0.95,"$605,263",N,
N,262,8,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2025-12-15,"$990,000",0.11,"$9,000,000",N,
N,266,15.01,,1 SPRING GARDEN ST,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-03-25,$100,0.34,$444,N,
N,267,28,,2 SPRING GARDEN ST,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-11-15,$100,0.34,$444,N,
N,280,5,,496 WOODHAVEN BLVD SE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-03-01,"$132,000",0.45,"$370,471",N,
N,287,1,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2025-12-15,"$990,000",1.58,"$626,582",N,
N,287,22,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2025-12-15,"$990,000",0.15,"$6,600,000",N,
N,288,23,,COLUMBUS CIRCLE SW,1,10,,,PNWD,R150,,Normal,building-lot,2025-12-15,"$990,000",0.17,"$5,823,529",N,
N,29,996.02,,409 FIRST AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2024-09-17,"$524,579",0.18,"$3,087,661",N,
N,29,996.03,,410 SECOND AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2024-12-30,"$560,000",0.18,"$3,296,150",N,
N,29,996.03,,410 SECOND AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2024-12-30,"$504,900",0.18,"$2,971,833",N,
N,29,996.04,,412 SECOND AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2024-11-19,"$520,375",0.14,"$3,938,036",N,
N,30,26,,56 FIRST AVE,1,10,,,MNPK,MPR ,,Normal,building-lot,2024-05-10,$500,0.09,"$5,889",N,
N,30,5,,4 FIRST AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-10-07,"$57,500",0.14,"$619,500",N,
N,30,8,,20 FIRST AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-05-18,"$72,000",0.14,"$775,721",N,
N,30,8,,20 FIRST AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-05-18,"$72,000",0.14,"$775,721",N,
N,30,923,,258 FIRST AVE,2,17,10,03,MNPK,MPR ,,Normal,pre-construction,2022-11-28,"$110,000",0.23,"$604,026",N,
N,30,953.05,,408 FIRST AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2024-09-17,"$600,000",0.14,"$4,540,614",N,
N,30,953.05,,408 FIRST AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2024-09-17,"$499,900",0.14,"$3,783,086",N,
N,313,7,,KINGS HWY,1,10,,,PNWD,R400  ,,Normal,building-lot,2021-06-22,"$125,000",0.96,"$196,400",N,
N,315,5.01,,131 FLORAL COURT,2,17,10,02,PNWD,R400  ,,Normal,pre-construction,2023-08-29,"$699,000",0.72,"$1,110,426",N,
N,315,5.01,,131 FLORAL COURT,2,17,10,02,PNWD,R400  ,,Normal,pre-construction,2022-11-08,$100,0.72,$175,N,
N,315,5.01,,131 FLORAL COURT,2,17,10,02,PNWD,R400  ,,Normal,pre-construction,2022-07-26,$100,0.72,$175,N,
N,315,5.01,,131 FLORAL COURT,2,17,10,02,PNWD,R400  ,,Normal,pre-construction,2021-06-25,"$37,500",0.72,"$78,560",N,
N,33,1008.01,,403 FIRST AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2024-10-08,"$532,675",0.23,"$2,453,726",N,
N,330,1,,503 WOODHAVEN BLVD SE,1,17,10,02,PNWD,R150,,Normal,building-lot,2025-04-29,"$185,000",0.3,"$616,667",N,
N,330,1,,503 WOODHAVEN BLVD SE,1,17,10,02,PNWD,R150,,Normal,building-lot,2025-04-01,"$40,000",0.3,"$133,333",N,
N,330,2.01,,501 WOODHAVEN BLVD. SE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-10-19,"$127,500",0.47,"$409,179",N,
N,330,2.02,,499 WOODHAVEN BLVD SE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-10-12,"$127,500",0.56,"$343,418",N,
N,332,6,,HANCOCK AVE,1,10,,,PNWD,R150,,Normal,building-lot,2021-03-15,"$20,000",0.34,"$88,726",N,
N,339,5.01,,522 ASTOR PL,1,10,,,PNWD,R150,,Normal,building-lot,2023-11-08,"$240,000",1.29,"$212,798",N,
N,340,18,,353 GRAND CENTRAL PKWY,2,17,10,02,PNWD,R150,GRAND CENTRAL PKWY,Normal,pre-construction,2023-11-08,"$240,000",0.57,"$481,595",N,
N,344,13,,533 ASTOR PL,2,17,10,02,PNWD,R150,,Normal,pre-construction,2024-02-06,"$139,000",0.39,"$377,608",N,
N,349,11.01,,571 COPLEY PL,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-02-10,$100,0.34,$371,N,
N,351,3,,WEST END AVE,1,10,,,PNWD,R150,,Normal,building-lot,2022-07-19,"$27,400",0.36,"$96,125",N,
N,351,5,,ASTOR PL,1,10,,,PNWD,R150,,Normal,building-lot,2022-07-19,"$27,400",0.43,"$80,477",N,
N,379,6,,408 CUMBERLAND AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-03-25,$100,0.16,$944,N,
N,382,12,,TAYLOR ST,1,10,,,PNWD,R150,,Normal,building-lot,2024-09-27,"$45,000",0.34,"$140,224",N,
N,391,3,,FARROW DR,1,10,,,PNWD,R150,,Normal,building-lot,2025-06-16,$500,0.14,"$3,571",N,
N,392,8.01,,326 TAYLOR ST,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-12-10,"$60,000",0.34,"$266,179",N,
N,393,12,,TAYLOR ST,1,10,,,PNWD,R150,,Normal,building-lot,2024-10-04,"$52,000",0.34,"$162,038",N,
N,403,18.01,,432 VIRGINIA AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-04-28,$100,0.34,$371,N,
N,404,5.01,,431 VIRGINIA AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-04-28,$100,0.53,$238,N,
N,407,1,,434 FALKENBERG DR,2,17,10,02,PNWD,R150,,Normal,pre-construction,2023-05-04,$100,0.55,$207,N,
N,407,1,,434 FALKENBERG DR,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-04-28,"$100,000",0.55,"$274,245",N,
N,407,5.02,,314 SEABROOK AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2023-03-16,$100,0.34,$335,N,
N,407,5.02,,314 SEABROOK AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-04-28,"$100,000",0.34,"$443,632",N,
N,407,5.02,,314 SEABROOK AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-04-28,"$100,000",0.34,"$443,632",N,
N,407,5.03,,316 SEABROOK AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2023-03-16,$100,0.41,$278,N,
N,407,5.03,,316 SEABROOK AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-04-28,"$100,000",0.41,"$367,890",N,
N,407,5.03,,316 SEABROOK AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-04-28,"$100,000",0.41,"$367,890",N,
N,41,128.01,,234 THIRD AVE,2,16,10,02,MNPK,MPR ,,Normal,pre-construction,2022-02-28,"$430,000",0.14,"$3,879,114",N,
N,42,105.03,,243 FIRST AVE,2,17,10,05,MNPK,MPR ,,Normal,pre-construction,2024-05-13,"$160,000",0.23,"$737,026",N,
N,423,9,,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,building-lot,2023-09-20,$200,0.17,"$1,347",N,
N,423,9,,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,building-lot,2023-07-30,$200,0.17,"$1,347",N,
N,423,9,,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,building-lot,2023-06-29,$200,0.17,"$1,347",N,
N,423,9,,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,building-lot,2023-05-26,$200,0.17,"$1,347",N,
N,424,11.01,,313 SEABROOK AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2023-05-08,$100,0.23,$496,N,
N,46,112.01,,232 SECOND AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-01-13,$100,0.14,"$1,079",N,
N,46,112.02,,234 SECOND AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-01-13,$100,0.14,"$1,079",N,
N,476,16,,369 HAYES AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-11-30,"$610,000",0.34,"$2,265,912",N,
N,476,16,,369 HAYES AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-01-03,"$123,600",0.34,"$459,126",N,
N,479,12.01,,295 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-03-17,"$160,000",0.34,"$538,253",N,
N,479,12.01,,295 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-06-02,$100,0.34,$371,N,
N,479,12.01,,295 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-06-02,$100,0.34,$371,N,
N,479,3,,303 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-03-17,"$150,000",0.43,"$398,995",N,
N,479,3,,303 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-06-17,$100,0.43,$293,N,
N,479,8,,299 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-03-19,"$150,000",0.34,"$504,612",N,
N,479,8,,299 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-12-10,$100,0.34,$444,N,
N,487,1,,302 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-03-22,"$150,000",0.34,"$504,612",N,
N,487,11.01,,296 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-09-21,"$185,000",0.34,"$622,356",N,
N,487,7,,298 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-03-22,"$150,000",0.34,"$504,612",N,
N,50,106,,209 FIRST AVE,1,10,,,MNPK,MPR,,Normal,building-lot,2025-11-11,"$15,000",0.23,"$65,217",N,
N,504,18,,AMSTERDAM AVE,1,10,,,PNWD,R125,,Normal,building-lot,2023-05-10,"$85,000",0.55,"$176,767",N,
N,52,716,,27 SEVENTH ST,2,17,10,03,MNPK,MPR ,,Normal,pre-construction,2023-02-21,"$110,000",0.28,"$449,346",N,
N,520,1.04,,371 MC KINLEY AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-10-06,"$480,000",0.23,"$3,147,857",N,
N,529,14,,384 MCKINLEY AVE,1,18,10,02,PNWD,R125,,Normal,building-lot,2022-09-08,"$169,900",0.6,"$357,630",N,
N,529,14,,384 MCKINLEY AVE,1,18,10,02,PNWD,R125,,Normal,building-lot,2021-11-01,"$159,900",0.6,"$401,975",N,
N,529,9,,393 HOOVER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-06-29,$100,0.17,$741,N,
N,533,4,,HOOVER AVE,1,10,,,PNWD,R125,,Normal,building-lot,2025-12-02,"$1,250",0.11,"$11,364",N,
N,533,4,,HOOVER AVE,1,10,,,PNWD,R125,,Normal,building-lot,2025-12-02,"$1,250",0.11,"$11,364",N,
N,533,4,,HOOVER AVE,1,10,,,PNWD,R125,,Normal,building-lot,2025-11-14,"$1,250",0.11,"$11,364",N,
N,533,4,,HOOVER AVE,1,10,,,PNWD,R125,,Normal,building-lot,2025-11-13,"$1,250",0.11,"$11,364",N,
N,545,8,,421 ROLAND AVE,1,18,10,02,PNWD,R125,,Normal,building-lot,2025-04-29,"$199,000",0.34,"$585,294",N,
N,545,8,,421 ROLAND AVE,1,18,10,02,PNWD,R125,,Normal,building-lot,2025-02-27,"$120,000",0.34,"$352,941",N,
N,557,9,,471 HARDING AVE,1,10,,,PNWD,R150,,Normal,building-lot,2021-03-30,"$27,500",0.34,"$122,000",N,
N,558,1.01,,487 HARDING AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2023-08-14,"$135,000",0.4,"$386,028",N,
N,563,12,,498 HARDING AVE,1,17,10,02,PNWD,R150,,Normal,building-lot,2023-08-14,"$135,000",0.46,"$335,676",N,
N,563,45,,486 HARDING AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2023-08-14,"$125,000",0.34,"$420,509",N,
N,564,5,,323 NOLAN AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-02-22,"$650,000",0.55,"$1,492,596",N,
N,564,5,,323 NOLAN AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-07-09,"$110,000",0.55,"$301,669",N,
N,564,7,,319 NOLAN AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-10-04,"$125,000",0.28,"$673,371",N,
N,564,7,,319 NOLAN AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-09-23,$100,0.28,$539,N,
N,569,13.01,,497 BALDWIN AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-01-13,$100,0.11,"$1,373",N,
N,57,485,,120 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-07-22,"$72,000",0.14,"$775,721",N,
N,57,485,,120 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-07-22,"$72,000",0.14,"$775,721",N,
N,57,485,,120 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-07-22,"$72,000",0.14,"$775,721",N,
N,57,488,,122 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-07-22,"$72,000",0.14,"$775,721",N,
N,57,488,,122 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-01-13,$100,0.14,"$1,079",N,
N,571,12.01,,449 NIXON AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-03-25,$100,0.11,"$1,373",N,
N,575,31,,432 NIXON AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-03-10,"$75,250",0.29,"$391,390",N,
N,579,10,,423 BAKER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-09-12,$100,0.29,$393,N,
N,579,34,,MELANIE AVE,1,10,,,PNWD,R125,,Normal,building-lot,2024-03-22,"$60,000",0.4,"$158,923",N,
N,584,36.01,,428 BAKER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2024-09-30,$100,0.23,$461,N,
N,584,36.01,,428 BAKER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-12-07,$100,0.23,$496,N,
N,584,40.01,,424 BAKER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-09-07,$100,0.23,$496,N,
N,584,40.01,,424 BAKER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-11-08,$100,0.23,$657,N,
N,585,11,,449 FREMONT AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2024-09-05,"$160,000",0.34,"$498,576",N,
N,585,37.01,,450 BAKER AVE,1,16,10,03,PNWD,R150,,Normal,building-lot,2021-09-03,"$59,000",0.57,"$156,128",N,
N,585,5,,443 FREMONT AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2024-09-03,"$160,000",0.34,"$498,576",N,
N,589,6.01,,371 BRICK AVE,1,10,,,PNWD,R125,,Normal,building-lot,2023-10-31,"$85,000",0.34,"$285,947",N,
N,590,13.01,,450 FREMONT AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2024-10-18,"$160,000",0.34,"$498,576",N,
N,590,13.01,,450 FREMONT AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-11-23,$100,0.34,$371,N,
N,590,39,,448 FREMONT AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2024-08-16,"$125,000",0.34,"$389,515",N,
N,599,1.01,,509 VERNON PL,2,18,10,02,PNWD,CR,,Normal,pre-construction,2021-03-05,"$99,000",0.69,"$216,416",N,
N,599,1.01,,509 VERNON PL,2,18,10,02,PNWD,CR,,Normal,pre-construction,2021-03-02,$100,0.69,$219,N,
N,599,21.02,,513 VERNON PL,2,17,10,02,PNWD,CR,,Normal,pre-construction,2021-03-05,"$99,000",1.03,"$144,978",N,
N,603,13.01,,CLEVELAND AVE,1,10,,,PNWD,CR,,Normal,building-lot,2022-03-14,$100,0.86,$147,N,
N,603,20.01,,482 NOLAN AVE,2,17,10,02,PNWD,CR,,Normal,pre-construction,2022-01-18,"$600,000",0.34,"$2,228,765",N,
